onset	duration	trial_type	value
2.0	1.952	target	11
6.287	1.927	nontarget	12
9.277	1.994	target	11
13.308	1.424	target	11
16.82	1.588	nontarget	12
20.074	0.71	nontarget	12
22.892	1.731	nontarget	12
26.14	1.746	nontarget	12
29.97	1.275	target	11
33.347	0.653	nontarget	12
35.466	0.505	nontarget	12
38.797	1.357	nontarget	12
41.856	1.196	nontarget	12
44.062	1.75	target	11
48.388	1.159	nontarget	12
52.0	1.277	nontarget	12
55.698	1.499	target	11
59.941	1.561	nontarget	12
63.205	0.838	target	11
66.883	1.353	target	11
70.67	1.45	nontarget	12
74.601	0.855	nontarget	12
76.637	1.197	target	11
80.566	0.685	nontarget	12
84.083	0.853	nontarget	12
87.283	0.684	target	11
