onset	duration	trial_type	value
2.0	0.582	nontarget	12
5.213	1.003	target	11
8.824	1.621	target	11
12.124	0.69	nontarget	12
14.319	1.643	nontarget	12
18.212	1.179	nontarget	12
21.478	0.887	nontarget	12
23.552	0.861	nontarget	12
25.872	1.44	target	11
29.166	0.702	target	11
31.553	0.561	nontarget	12
35.045	1.459	nontarget	12
38.313	1.886	target	11
42.861	0.958	target	11
45.659	1.094	nontarget	12
49.687	0.857	target	11
52.582	0.963	nontarget	12
55.42	0.668	nontarget	12
58.902	0.854	nontarget	12
61.139	0.696	nontarget	12
64.754	1.264	nontarget	12
68.496	1.905	target	11
72.372	1.613	target	11
75.111	1.116	nontarget	12
77.605	0.626	target	11
79.332	0.622	target	11
81.714	0.694	target	11
84.175	1.24	target	11
87.632	1.843	nontarget	12
