onset	duration	trial_type	value
2.0	1.13	nontarget	12
5.423	0.851	nontarget	12
8.549	1.636	nontarget	12
12.178	0.589	target	11
14.319	1.608	nontarget	12
17.556	1.492	target	11
20.2	0.969	nontarget	12
23.18	1.094	nontarget	12
26.819	1.376	target	11
29.339	1.376	target	11
32.41	1.859	nontarget	12
35.804	1.463	nontarget	12
38.407	1.759	nontarget	12
41.442	0.812	target	11
43.339	0.692	target	11
46.042	1.533	nontarget	12
50.027	1.82	target	11
54.799	0.885	target	11
57.04	1.17	nontarget	12
60.869	1.229	target	11
64.723	1.947	nontarget	12
69.318	0.569	target	11
71.323	1.367	target	11
74.753	1.063	target	11
78.105	1.006	target	11
81.507	1.623	nontarget	12
85.915	0.956	nontarget	12
88.11	0.568	nontarget	12
