onset	duration	trial_type	value
2.0	1.977	nontarget	12
6.416	1.005	nontarget	12
9.548	1.789	target	11
13.777	1.991	target	11
18.119	1.483	nontarget	12
21.965	1.278	nontarget	12
24.824	0.819	target	11
27.292	1.956	nontarget	12
31.82	0.842	target	11
35.542	0.96	target	11
37.761	1.221	nontarget	12
40.148	0.926	nontarget	12
44.043	1.899	target	11
48.612	0.865	nontarget	12
50.851	1.593	target	11
53.484	1.422	nontarget	12
57.366	0.656	nontarget	12
60.036	1.425	target	11
64.113	0.982	target	11
66.599	1.989	target	11
70.769	1.319	nontarget	12
