onset	duration	trial_type	value
2.0	0.564	cue_left	51
4.069	1.453	cue_left	51
7.838	1.584	cue_right	52
10.716	0.794	cue_left	51
12.68	1.227	cue_right	52
15.314	0.655	cue_left	51
17.981	1.847	cue_right	52
21.96	1.645	cue_left	51
25.781	1.125	cue_left	51
28.537	1.245	cue_left	51
32.244	0.827	cue_right	52
35.932	1.692	cue_left	51
40.474	0.657	cue_left	51
42.191	1.488	cue_left	51
45.545	0.889	cue_left	51
48.854	0.619	cue_right	52
51.601	1.571	cue_left	51
55.462	1.862	cue_right	52
58.509	1.498	cue_left	51
