onset	duration	trial_type	value
2.0	1.623	cue_left	51
6.28	1.502	cue_left	51
10.693	0.63	cue_right	52
14.014	1.32	cue_left	51
17.197	0.645	cue_left	51
19.888	1.032	cue_right	52
23.866	1.192	cue_right	52
26.527	0.658	cue_right	52
29.151	1.537	cue_right	52
33.363	1.91	cue_right	52
37.187	1.258	cue_right	52
40.183	1.312	cue_right	52
44.285	1.546	cue_left	51
47.616	0.935	cue_right	52
49.673	1.568	cue_left	51
52.514	0.877	cue_right	52
54.495	0.659	cue_right	52
58.08	0.832	cue_right	52
61.045	1.033	cue_right	52
63.203	1.186	cue_left	51
66.214	1.387	cue_left	51
