onset	duration	trial_type	value
2.0	0.693	cue_right	52
3.93	0.767	cue_right	52
6.422	1.692	cue_right	52
11.015	0.632	cue_right	52
12.795	0.848	cue_left	51
16.254	0.55	cue_right	52
18.864	1.261	cue_right	52
22.217	0.612	cue_right	52
25.106	1.889	cue_right	52
29.773	1.364	cue_right	52
32.49	1.528	cue_left	51
36.602	1.646	cue_right	52
40.63	0.719	cue_left	51
44.146	0.883	cue_right	52
46.08	1.606	cue_right	52
50.376	1.029	cue_right	52
54.055	0.937	cue_right	52
56.458	1.2	cue_right	52
60.448	0.934	cue_left	51
62.638	0.829	cue_left	51
66.216	1.341	cue_left	51
68.985	1.191	cue_left	51
72.043	0.95	cue_right	52
75.913	1.237	cue_right	52
79.186	1.476	cue_left	51
82.377	1.4	cue_right	52
