onset	duration	trial_type	value
2.0	1.786	target	11
6.211	1.716	nontarget	12
9.469	1.59	nontarget	12
13.805	0.573	nontarget	12
16.832	0.863	target	11
20.411	1.963	nontarget	12
23.382	1.751	target	11
27.933	1.092	nontarget	12
31.583	1.567	nontarget	12
34.759	1.606	nontarget	12
37.892	1.581	target	11
41.828	1.725	nontarget	12
45.658	1.414	nontarget	12
49.034	1.42	nontarget	12
51.525	1.921	target	11
55.062	1.476	target	11
59.216	0.561	nontarget	12
60.797	1.803	nontarget	12
65.174	1.874	target	11
68.094	1.163	target	11
71.981	0.716	target	11
73.7	1.242	nontarget	12
76.281	0.948	target	11
