onset	duration	trial_type	value
2.0	1.002	nontarget	12
4.115	1.279	target	11
6.596	0.606	nontarget	12
8.341	0.867	target	11
10.791	1.412	nontarget	12
13.429	0.728	target	11
15.833	1.795	nontarget	12
20.326	0.691	nontarget	12
23.16	0.534	nontarget	12
26.003	1.623	target	11
30.223	1.358	nontarget	12
32.61	1.639	target	11
35.993	1.751	nontarget	12
40.597	1.785	target	11
43.805	0.94	nontarget	12
47.438	1.784	target	11
52.178	1.991	target	11
56.883	1.596	target	11
60.233	0.941	nontarget	12
63.666	1.613	nontarget	12
66.506	1.555	nontarget	12
70.474	1.382	nontarget	12
74.386	1.175	nontarget	12
