onset	duration	trial_type	value
2.0	1.017	nontarget	12
4.802	0.888	target	11
8.167	0.757	target	11
10.978	0.598	target	11
14.114	1.133	target	11
16.655	0.738	target	11
19.166	0.615	nontarget	12
21.286	1.521	nontarget	12
24.335	1.246	target	11
28.508	1.579	nontarget	12
32.467	1.259	target	11
35.364	0.852	nontarget	12
37.635	0.545	target	11
40.041	0.733	target	11
43.23	1.883	nontarget	12
47.571	0.964	nontarget	12
50.697	1.679	target	11
54.517	1.483	nontarget	12
57.986	0.794	target	11
60.271	0.68	nontarget	12
62.734	1.353	target	11
65.52	0.899	target	11
68.782	0.555	nontarget	12
72.296	1.856	target	11
76.699	0.994	target	11
79.586	0.912	target	11
81.833	0.831	target	11
85.439	1.532	target	11
