onset	duration	trial_type	value
2.0	0.879	congruent	31
5.112	1.469	congruent	31
7.953	1.791	incongruent	32
12.703	0.986	incongruent	32
14.952	1.895	incongruent	32
18.394	0.591	congruent	31
19.99	0.698	congruent	31
23.378	1.354	incongruent	32
26.406	1.436	incongruent	32
29.865	1.393	congruent	31
33.707	1.959	congruent	31
38.377	1.683	incongruent	32
42.666	1.76	incongruent	32
45.95	1.763	congruent	31
50.294	1.801	incongruent	32
53.506	0.58	congruent	31
56.544	1.096	incongruent	32
60.382	1.034	congruent	31
64.318	1.209	incongruent	32
66.86	0.951	incongruent	32
70.359	1.875	incongruent	32
