onset	duration	trial_type	value
2.0	1.53	incongruent	32
6.174	1.864	incongruent	32
9.568	1.155	congruent	31
11.974	1.565	incongruent	32
15.56	0.667	congruent	31
17.574	1.45	congruent	31
20.418	1.966	congruent	31
24.157	1.574	congruent	31
28.452	0.508	incongruent	32
30.959	1.543	incongruent	32
33.59	1.555	incongruent	32
37.066	1.182	congruent	31
40.75	1.493	congruent	31
43.468	1.907	incongruent	32
48.287	1.487	incongruent	32
52.374	1.779	incongruent	32
56.592	1.464	congruent	31
60.358	0.61	incongruent	32
63.825	0.847	congruent	31
66.403	0.643	congruent	31
69.327	1.413	incongruent	32
73.022	1.815	incongruent	32
