onset	duration	trial_type	value
2.0	1.333	target	11
5.897	0.695	nontarget	12
9.103	1.49	nontarget	12
11.772	1.416	nontarget	12
14.623	0.75	nontarget	12
16.739	0.511	target	11
19.877	1.595	target	11
22.794	1.51	target	11
25.588	1.329	nontarget	12
28.517	1.923	target	11
32.773	1.903	target	11
35.94	1.496	target	11
39.443	1.281	nontarget	12
42.309	1.783	target	11
46.314	1.773	target	11
50.511	1.078	nontarget	12
52.993	1.223	target	11
55.261	1.49	nontarget	12
58.419	1.947	nontarget	12
62.613	1.344	target	11
65.152	0.913	nontarget	12
68.39	1.139	nontarget	12
71.952	1.453	nontarget	12
74.788	1.859	target	11
77.765	1.054	nontarget	12
81.004	1.942	target	11
85.238	1.264	nontarget	12
88.473	1.838	nontarget	12
92.12	0.662	nontarget	12
94.959	1.645	nontarget	12
