onset	duration	trial_type	value
2.0	0.987	nontarget	12
4.512	1.188	target	11
7.385	0.788	nontarget	12
9.939	1.036	nontarget	12
12.287	1.784	nontarget	12
15.773	0.528	target	11
17.999	0.888	nontarget	12
19.998	1.166	target	11
23.355	1.125	nontarget	12
25.828	1.538	nontarget	12
29.804	0.961	nontarget	12
32.892	0.671	nontarget	12
35.769	0.968	nontarget	12
38.914	1.954	target	11
42.336	0.938	nontarget	12
44.932	1.823	nontarget	12
49.506	1.279	target	11
52.855	0.677	nontarget	12
56.2	0.967	nontarget	12
58.225	0.502	nontarget	12
60.84	1.904	nontarget	12
65.108	0.804	nontarget	12
68.655	0.867	target	11
70.623	1.957	nontarget	12
74.069	0.941	nontarget	12
76.668	1.091	nontarget	12
79.257	1.738	nontarget	12
83.595	1.113	target	11
