onset	duration	trial_type	value
2.0	1.54	go	21
6.528	0.739	nogo	22
8.996	1.289	nogo	22
12.481	0.656	go	21
15.795	1.677	go	21
20.035	1.745	nogo	22
24.287	0.739	nogo	22
26.953	1.703	go	21
31.292	0.818	nogo	22
35.027	1.838	go	21
38.616	1.116	nogo	22
41.314	1.453	go	21
45.766	1.427	go	21
48.831	1.291	go	21
51.135	0.805	nogo	22
54.126	0.692	nogo	22
57.321	1.958	go	21
61.52	1.962	nogo	22
65.696	1.08	nogo	22
68.897	0.682	nogo	22
70.973	0.775	nogo	22
74.632	1.292	go	21
78.162	0.653	nogo	22
79.864	1.622	nogo	22
