onset	duration	trial_type	value
2.0	0.575	nontarget	12
5.272	1.607	nontarget	12
8.372	1.486	nontarget	12
12.566	1.379	target	11
16.791	0.755	target	11
19.639	1.087	nontarget	12
22.055	1.699	target	11
25.283	1.826	target	11
30.096	1.152	nontarget	12
34.245	1.529	nontarget	12
37.972	1.172	target	11
41.205	0.86	nontarget	12
43.718	0.827	nontarget	12
47.099	0.639	nontarget	12
50.338	1.574	nontarget	12
53.924	0.837	nontarget	12
57.454	0.97	nontarget	12
60.928	1.746	nontarget	12
65.526	1.548	nontarget	12
68.133	1.081	target	11
72.092	0.87	nontarget	12
74.409	1.328	target	11
77.513	1.615	nontarget	12
82.028	1.535	target	11
86.005	0.866	nontarget	12
