onset	duration	trial_type	value
2.0	1.816	nontarget	12
4.905	1.201	nontarget	12
7.616	1.974	target	11
12.222	1.286	nontarget	12
15.287	1.573	target	11
18.332	1.351	target	11
20.969	1.624	nontarget	12
23.607	0.977	target	11
27.223	0.64	target	11
30.295	0.675	nontarget	12
32.148	1.223	target	11
35.245	1.201	target	11
38.254	0.763	nontarget	12
40.153	1.759	target	11
44.908	1.506	nontarget	12
48.757	1.639	nontarget	12
51.704	1.966	target	11
54.687	1.349	target	11
58.363	1.694	nontarget	12
63.056	1.849	target	11
