onset	duration	trial_type	value
2.0	0.734	nontarget	12
4.019	1.76	target	11
7.521	1.81	target	11
11.969	1.072	nontarget	12
15.589	1.125	target	11
17.75	1.34	nontarget	12
21.38	1.33	target	11
24.751	1.932	target	11
29.376	0.744	nontarget	12
32.929	1.158	target	11
35.888	1.735	nontarget	12
39.674	1.165	target	11
42.905	1.601	target	11
47.053	1.775	target	11
50.07	0.696	target	11
53.126	0.766	nontarget	12
56.175	1.341	target	11
60.11	0.582	target	11
62.915	1.226	nontarget	12
66.365	1.153	target	11
68.808	1.308	target	11
72.563	1.864	nontarget	12
75.511	1.746	target	11
79.639	1.374	target	11
83.871	1.307	nontarget	12
86.519	0.561	target	11
88.173	1.732	target	11
90.927	1.961	target	11
95.81	1.465	target	11
