onset	duration	trial_type	value
2.0	1.965	nontarget	12
6.534	1.559	target	11
9.618	1.287	nontarget	12
13.35	1.209	nontarget	12
16.183	1.943	target	11
19.388	1.649	nontarget	12
23.628	0.866	target	11
27.069	0.625	nontarget	12
29.181	1.078	nontarget	12
31.549	0.75	target	11
34.719	0.858	target	11
37.69	1.562	target	11
41.071	1.363	nontarget	12
45.012	1.729	target	11
49.714	1.77	nontarget	12
53.59	0.954	nontarget	12
57.351	1.61	target	11
60.911	1.198	nontarget	12
65.007	0.772	target	11
67.526	1.638	target	11
70.381	0.868	target	11
72.304	0.944	target	11
74.685	0.989	nontarget	12
77.081	1.799	nontarget	12
80.589	0.674	nontarget	12
83.125	1.544	target	11
87.563	1.154	target	11
91.618	1.553	nontarget	12
95.924	1.496	target	11
99.303	0.584	nontarget	12
