onset	duration	trial_type	value
2.0	1.99	sequence_presentation	41
5.446	1.588	sequence_presentation	41
9.568	0.798	recall_start	42
13.208	1.236	sequence_presentation	41
17.217	0.809	sequence_presentation	41
20.894	1.387	sequence_presentation	41
24.542	1.141	sequence_presentation	41
27.751	1.11	sequence_presentation	41
31.488	1.568	recall_start	42
35.483	1.671	sequence_presentation	41
39.519	1.058	sequence_presentation	41
43.272	1.714	sequence_presentation	41
46.387	1.419	recall_start	42
49.052	0.978	sequence_presentation	41
51.249	1.712	sequence_presentation	41
55.095	1.555	sequence_presentation	41
58.432	1.292	recall_start	42
61.241	1.294	sequence_presentation	41
64.062	0.845	recall_start	42
66.883	1.755	recall_start	42
71.441	0.762	sequence_presentation	41
74.509	1.643	sequence_presentation	41
77.56	1.2	recall_start	42
79.96	1.903	sequence_presentation	41
83.084	1.036	sequence_presentation	41
86.722	0.571	sequence_presentation	41
89.096	0.928	recall_start	42
