onset	duration	trial_type	value
2.0	1.973	recall_start	42
5.955	0.713	recall_start	42
8.755	1.294	recall_start	42
11.543	1.982	recall_start	42
16.423	1.51	sequence_presentation	41
20.651	1.709	recall_start	42
24.739	1.655	recall_start	42
29.391	0.537	recall_start	42
31.301	1.717	recall_start	42
35.76	1.08	recall_start	42
39.806	0.962	sequence_presentation	41
42.329	0.863	recall_start	42
45.345	1.455	sequence_presentation	41
48.228	0.856	sequence_presentation	41
51.045	1.621	sequence_presentation	41
54.887	1.686	recall_start	42
58.715	1.852	recall_start	42
62.048	1.211	recall_start	42
66.053	1.301	recall_start	42
68.681	0.909	sequence_presentation	41
72.1	1.101	sequence_presentation	41
74.975	1.064	sequence_presentation	41
78.246	0.78	sequence_presentation	41
80.568	0.929	sequence_presentation	41
