onset	duration	trial_type	value
2.0	1.037	cue_right	52
4.739	1.758	cue_left	51
8.353	1.984	cue_left	51
12.067	1.164	cue_left	51
15.709	0.572	cue_right	52
17.917	1.213	cue_right	52
22.072	1.657	cue_left	51
25.333	1.398	cue_left	51
27.801	1.123	cue_right	52
30.125	1.786	cue_left	51
34.19	1.305	cue_right	52
37.326	1.468	cue_right	52
41.482	1.033	cue_right	52
44.456	1.514	cue_left	51
48.747	0.61	cue_left	51
52.254	0.747	cue_right	52
54.523	0.714	cue_left	51
57.632	0.725	cue_right	52
60.424	1.113	cue_right	52
