onset	duration	trial_type	value
2.0	0.802	target	11
4.418	1.9	target	11
8.9	0.551	target	11
10.852	0.891	target	11
14.361	0.731	nontarget	12
16.353	0.924	target	11
20.08	0.5	nontarget	12
21.773	1.431	target	11
25.363	0.881	nontarget	12
29.095	0.808	target	11
32.273	1.149	target	11
36.148	1.123	nontarget	12
39.733	0.899	target	11
42.902	1.344	nontarget	12
46.062	1.42	target	11
49.035	1.843	nontarget	12
53.798	1.951	nontarget	12
57.793	1.406	target	11
61.536	1.723	nontarget	12
64.838	1.65	nontarget	12
67.729	1.241	nontarget	12
70.418	1.933	target	11
73.501	0.777	nontarget	12
76.982	0.937	nontarget	12
79.704	1.608	target	11
83.568	1.328	target	11
