onset	duration	trial_type	value
2.0	1.958	nontarget	12
5.295	1.498	target	11
7.911	1.022	nontarget	12
10.213	0.852	nontarget	12
13.98	0.872	nontarget	12
17.801	0.768	target	11
21.056	1.833	nontarget	12
23.995	0.681	target	11
26.184	1.943	target	11
30.557	1.754	target	11
35.109	1.888	nontarget	12
38.334	0.701	nontarget	12
40.066	1.819	nontarget	12
44.768	1.772	target	11
47.639	0.883	target	11
50.536	0.617	nontarget	12
52.195	1.027	nontarget	12
56.161	1.454	nontarget	12
59.931	0.986	nontarget	12
62.836	0.863	nontarget	12
65.87	1.716	nontarget	12
69.721	0.913	nontarget	12
73.012	1.269	nontarget	12
75.957	1.102	nontarget	12
79.028	1.546	nontarget	12
