onset	duration	trial_type	value
2.0	1.108	congruent	31
4.462	1.003	incongruent	32
6.674	1.413	incongruent	32
9.989	1.56	incongruent	32
13.944	0.546	incongruent	32
16.858	1.947	incongruent	32
20.302	1.137	congruent	31
22.569	1.099	incongruent	32
25.739	1.427	congruent	31
28.2	1.43	congruent	31
31.227	1.399	congruent	31
34.998	1.05	incongruent	32
38.385	1.35	incongruent	32
41.064	1.102	incongruent	32
44.224	0.574	congruent	31
46.972	1.486	congruent	31
51.296	0.8	incongruent	32
53.4	0.523	incongruent	32
55.825	0.826	congruent	31
57.926	1.756	congruent	31
61.446	1.467	incongruent	32
64.072	1.328	incongruent	32
66.504	0.697	incongruent	32
68.797	1.347	congruent	31
72.89	1.522	congruent	31
75.655	1.113	congruent	31
79.078	0.894	congruent	31
81.648	1.285	congruent	31
84.287	1.798	congruent	31
