onset	duration	trial_type	value
2.0	1.94	target	11
6.546	1.025	target	11
9.677	1.715	target	11
13.236	0.776	nontarget	12
15.3	1.487	nontarget	12
18.032	1.49	target	11
21.432	1.708	target	11
24.866	1.13	nontarget	12
27.707	1.73	target	11
32.052	1.403	nontarget	12
35.442	1.287	target	11
38.668	0.906	target	11
42.563	1.669	target	11
46.956	1.117	nontarget	12
49.57	1.931	target	11
54.009	1.369	nontarget	12
56.683	1.965	nontarget	12
60.372	1.742	target	11
64.956	0.662	nontarget	12
68.365	0.628	target	11
70.258	0.985	nontarget	12
73.34	1.417	nontarget	12
77.61	1.96	nontarget	12
80.7	1.546	target	11
83.834	0.692	target	11
85.872	1.109	nontarget	12
88.302	1.543	nontarget	12
