onset	duration	trial_type	value
2.0	1.625	nontarget	12
6.15	0.53	target	11
8.719	1.09	target	11
11.663	1.435	target	11
15.247	1.924	target	11
19.759	1.261	target	11
23.634	1.383	target	11
27.351	1.383	target	11
30.365	1.649	nontarget	12
34.754	0.98	nontarget	12
37.867	1.79	target	11
41.206	1.674	target	11
44.024	1.527	target	11
48.12	0.823	nontarget	12
50.645	1.168	nontarget	12
54.595	1.142	target	11
56.803	0.984	nontarget	12
60.328	0.613	nontarget	12
62.526	1.379	target	11
66.18	1.408	target	11
70.205	1.696	nontarget	12
73.641	1.449	nontarget	12
77.363	1.132	target	11
79.902	1.389	target	11
82.65	1.328	nontarget	12
86.078	1.245	nontarget	12
89.239	0.518	target	11
