onset	duration	trial_type	value
2.0	1.957	incongruent	32
5.498	0.865	congruent	31
7.996	1.111	congruent	31
10.58	1.478	incongruent	32
14.981	1.139	congruent	31
18.928	1.866	incongruent	32
23.265	1.851	congruent	31
27.856	1.976	congruent	31
31.769	1.236	congruent	31
34.018	1.703	congruent	31
37.285	1.474	incongruent	32
41.408	1.208	congruent	31
45.424	1.535	congruent	31
49.745	1.235	congruent	31
52.829	0.865	congruent	31
56.138	1.942	congruent	31
60.216	1.355	congruent	31
64.52	1.868	incongruent	32
68.351	1.475	incongruent	32
70.966	1.029	incongruent	32
74.239	1.814	incongruent	32
77.849	1.853	congruent	31
82.662	1.3	congruent	31
86.713	1.739	incongruent	32
89.537	1.751	incongruent	32
