onset	duration	trial_type	value
2.0	0.913	go	21
5.258	1.163	go	21
9.412	0.706	nogo	22
11.442	0.7	nogo	22
14.691	0.989	nogo	22
16.985	1.61	go	21
20.834	0.881	go	21
23.591	1.808	go	21
27.815	1.714	go	21
31.321	0.531	nogo	22
34.701	1.744	nogo	22
38.03	1.086	go	21
41.542	0.841	go	21
44.514	1.713	nogo	22
49.013	1.995	nogo	22
52.148	1.937	nogo	22
57.066	1.775	go	21
61.776	0.714	nogo	22
63.685	0.839	go	21
66.402	1.135	go	21
68.648	1.462	go	21
71.741	0.776	go	21
74.474	1.858	go	21
77.952	0.959	nogo	22
81.02	1.366	nogo	22
85.119	0.991	go	21
88.21	0.612	nogo	22
