onset	duration	trial_type	value
2.0	0.545	recall_start	42
5.218	1.056	recall_start	42
9.124	0.524	sequence_presentation	41
11.008	1.558	sequence_presentation	41
14.695	1.44	recall_start	42
17.641	1.91	sequence_presentation	41
21.53	0.536	sequence_presentation	41
24.373	1.499	sequence_presentation	41
28.717	1.577	sequence_presentation	41
32.233	0.703	sequence_presentation	41
34.95	1.425	recall_start	42
38.675	1.108	recall_start	42
40.783	1.471	sequence_presentation	41
44.82	1.562	sequence_presentation	41
47.627	0.596	recall_start	42
