onset	duration	trial_type	value
2.0	1.495	cue_left	51
5.127	1.579	cue_left	51
9.544	1.787	cue_left	51
14.084	1.436	cue_left	51
17.381	1.954	cue_right	52
20.731	1.97	cue_right	52
24.509	1.196	cue_right	52
28.171	1.26	cue_left	51
30.687	0.752	cue_right	52
33.872	1.865	cue_left	51
38.288	1.805	cue_right	52
41.511	1.518	cue_right	52
44.712	1.888	cue_right	52
47.657	1.587	cue_right	52
51.566	0.576	cue_right	52
54.907	1.131	cue_left	51
58.058	0.612	cue_left	51
60.364	1.721	cue_left	51
64.825	1.416	cue_right	52
67.94	1.448	cue_right	52
71.725	1.794	cue_left	51
75.279	1.597	cue_left	51
79.659	1.478	cue_right	52
