onset	duration	trial_type	value
2.0	0.998	sequence_presentation	41
5.205	1.545	sequence_presentation	41
9.629	1.705	recall_start	42
14.036	1.922	sequence_presentation	41
18.542	1.599	sequence_presentation	41
21.238	1.511	sequence_presentation	41
23.929	1.554	recall_start	42
27.543	1.295	recall_start	42
31.651	1.659	sequence_presentation	41
34.356	1.337	sequence_presentation	41
38.419	0.721	sequence_presentation	41
41.264	1.096	recall_start	42
45.289	0.574	recall_start	42
47.552	1.439	sequence_presentation	41
51.1	0.786	sequence_presentation	41
54.321	1.547	recall_start	42
58.502	1.674	recall_start	42
62.803	1.332	recall_start	42
66.0	1.402	recall_start	42
70.189	1.936	recall_start	42
73.816	1.363	recall_start	42
78.085	0.903	recall_start	42
81.222	1.175	recall_start	42
