onset	duration	trial_type	value
2.0	0.82	incongruent	32
5.381	1.768	congruent	31
9.021	1.012	congruent	31
12.173	1.86	congruent	31
15.126	0.631	congruent	31
18.632	1.029	incongruent	32
22.655	1.224	incongruent	32
24.888	1.967	congruent	31
29.526	1.492	incongruent	32
33.233	1.665	incongruent	32
37.313	1.868	incongruent	32
40.981	1.247	congruent	31
44.784	1.652	incongruent	32
47.663	0.501	incongruent	32
50.291	0.755	incongruent	32
52.453	0.852	congruent	31
54.31	1.359	incongruent	32
57.709	1.956	incongruent	32
61.315	1.728	incongruent	32
64.633	1.863	congruent	31
69.036	1.878	congruent	31
73.139	1.418	congruent	31
75.982	0.609	congruent	31
78.538	1.982	congruent	31
81.829	0.785	congruent	31
83.69	0.844	congruent	31
86.625	0.885	incongruent	32
89.04	0.819	incongruent	32
91.685	0.606	congruent	31
93.293	1.349	incongruent	32
