onset	duration	trial_type	value
2.0	0.763	target	11
5.618	1.569	nontarget	12
10.017	0.584	nontarget	12
13.324	0.874	target	11
16.163	1.913	target	11
20.479	1.849	nontarget	12
23.665	1.232	nontarget	12
26.99	0.738	target	11
30.453	0.622	nontarget	12
32.547	1.846	nontarget	12
35.66	0.698	target	11
38.44	0.589	target	11
40.671	1.601	target	11
43.402	1.237	nontarget	12
45.764	1.282	target	11
48.099	0.551	nontarget	12
49.651	0.659	nontarget	12
52.068	1.182	target	11
55.559	1.822	nontarget	12
60.055	1.743	target	11
64.381	1.826	target	11
69.057	0.61	target	11
71.007	1.544	target	11
74.492	1.978	nontarget	12
77.693	1.665	target	11
81.957	1.161	target	11
85.295	1.078	target	11
87.672	1.629	target	11
