onset	duration	trial_type	value
2.0	0.801	go	21
3.885	0.588	go	21
5.566	0.727	go	21
7.572	1.868	go	21
11.905	1.969	go	21
15.361	0.651	nogo	22
17.526	1.525	go	21
22.009	0.954	go	21
24.658	1.638	nogo	22
27.839	1.48	nogo	22
30.506	1.569	nogo	22
33.693	0.882	nogo	22
37.477	1.201	go	21
41.596	0.886	nogo	22
44.299	1.312	nogo	22
48.422	0.909	nogo	22
50.879	1.374	nogo	22
53.575	1.117	nogo	22
56.353	0.579	nogo	22
58.253	1.359	go	21
60.727	1.391	nogo	22
64.088	1.094	go	21
68.159	0.911	nogo	22
72.055	1.09	go	21
