onset	duration	trial_type	value
2.0	1.092	target	11
4.704	1.347	nontarget	12
7.976	1.859	target	11
11.738	1.522	nontarget	12
15.624	1.854	nontarget	12
19.997	1.458	target	11
23.51	1.776	nontarget	12
26.638	1.475	target	11
31.021	1.387	target	11
33.903	1.459	target	11
37.429	1.712	nontarget	12
40.929	0.723	target	11
42.733	1.657	nontarget	12
46.835	1.034	nontarget	12
49.631	0.993	nontarget	12
51.669	0.581	nontarget	12
53.501	0.886	nontarget	12
56.072	0.719	target	11
59.15	1.876	nontarget	12
63.51	1.814	nontarget	12
