onset	duration	trial_type	value
2.0	1.559	recall_start	42
6.47	1.44	recall_start	42
10.116	1.649	recall_start	42
13.065	1.02	sequence_presentation	41
16.81	1.517	recall_start	42
19.387	0.779	sequence_presentation	41
21.603	1.863	recall_start	42
25.842	0.634	sequence_presentation	41
28.246	0.814	sequence_presentation	41
31.788	0.798	sequence_presentation	41
34.001	1.033	recall_start	42
36.331	1.31	sequence_presentation	41
39.758	1.644	sequence_presentation	41
43.249	1.917	recall_start	42
46.667	0.763	sequence_presentation	41
