onset	duration	trial_type	value
2.0	0.75	nontarget	12
5.121	0.713	target	11
8.181	1.564	nontarget	12
11.041	0.541	nontarget	12
12.68	0.86	target	11
14.898	1.93	target	11
19.113	1.249	nontarget	12
22.508	1.415	nontarget	12
25.255	1.975	nontarget	12
28.764	1.266	target	11
32.772	1.945	target	11
37.418	1.372	target	11
39.974	1.293	target	11
43.319	1.055	target	11
45.811	0.922	target	11
49.023	1.018	nontarget	12
52.339	1.009	target	11
55.506	0.647	nontarget	12
58.64	1.487	nontarget	12
62.754	0.961	target	11
64.723	1.388	target	11
68.079	1.741	target	11
72.219	0.779	nontarget	12
