onset	duration	trial_type	value
2.0	1.226	nontarget	12
4.932	0.738	target	11
7.179	1.607	nontarget	12
10.88	0.94	target	11
13.038	1.978	target	11
16.419	0.68	target	11
18.44	1.716	nontarget	12
21.734	1.104	target	11
25.734	0.788	target	11
28.439	0.849	nontarget	12
31.226	0.613	nontarget	12
34.709	0.856	target	11
37.702	1.619	target	11
41.607	1.733	target	11
45.245	0.734	target	11
47.14	0.689	nontarget	12
49.825	0.658	target	11
51.582	1.574	target	11
54.8	1.829	target	11
57.944	0.534	target	11
61.184	0.753	target	11
