onset	duration	trial_type	value
2.0	1.762	nogo	22
5.702	0.588	go	21
8.452	0.621	nogo	22
11.038	0.523	nogo	22
13.384	0.845	go	21
16.184	0.698	nogo	22
19.421	1.159	nogo	22
23.343	1.47	go	21
26.366	1.319	nogo	22
29.074	1.531	go	21
33.561	0.751	nogo	22
37.162	1.226	nogo	22
40.158	0.571	go	21
43.599	0.762	nogo	22
46.169	1.499	go	21
49.595	1.709	go	21
53.169	1.029	go	21
55.583	1.208	nogo	22
59.304	1.421	go	21
62.665	1.945	go	21
66.665	1.479	nogo	22
69.393	0.916	nogo	22
71.999	1.097	nogo	22
74.503	0.91	nogo	22
