onset	duration	trial_type	value
2.0	1.785	nontarget	12
5.262	0.527	target	11
8.145	1.387	nontarget	12
11.255	0.966	nontarget	12
13.742	0.854	nontarget	12
16.754	1.683	nontarget	12
19.805	0.741	nontarget	12
21.551	1.77	nontarget	12
24.699	1.397	nontarget	12
27.566	0.732	nontarget	12
29.601	0.83	nontarget	12
33.176	1.939	nontarget	12
36.538	1.831	target	11
40.897	0.962	nontarget	12
43.502	1.908	target	11
47.196	1.87	nontarget	12
51.92	0.529	target	11
53.709	0.655	target	11
55.38	1.399	nontarget	12
59.352	0.966	nontarget	12
62.894	1.737	nontarget	12
66.518	0.903	nontarget	12
69.331	0.955	nontarget	12
72.542	1.793	target	11
75.563	1.596	target	11
