onset	duration	trial_type	value
2.0	0.616	nontarget	12
5.582	1.686	nontarget	12
8.69	1.863	nontarget	12
13.381	0.798	nontarget	12
16.292	0.513	target	11
18.017	1.008	nontarget	12
21.029	1.458	nontarget	12
24.323	1.482	nontarget	12
27.072	0.838	nontarget	12
30.152	1.033	target	11
32.235	0.614	nontarget	12
35.485	0.95	target	11
37.99	0.758	nontarget	12
40.139	0.658	target	11
43.489	0.501	target	11
45.204	0.668	target	11
47.952	0.694	target	11
50.321	1.09	nontarget	12
52.484	1.059	target	11
56.538	1.287	target	11
