onset	duration	trial_type	value
2.0	1.961	congruent	31
6.428	0.825	congruent	31
10.21	1.753	incongruent	32
14.145	1.758	incongruent	32
18.702	1.243	congruent	31
22.347	0.877	congruent	31
25.911	1.988	congruent	31
29.723	0.771	congruent	31
33.084	1.448	incongruent	32
36.877	1.082	congruent	31
39.994	0.755	incongruent	32
43.284	1.826	congruent	31
47.006	1.036	incongruent	32
50.076	1.222	incongruent	32
52.851	1.137	incongruent	32
55.904	1.553	congruent	31
59.17	1.46	congruent	31
62.812	1.722	incongruent	32
66.17	1.911	incongruent	32
70.042	1.738	incongruent	32
74.482	1.459	incongruent	32
76.949	1.9	congruent	31
80.149	1.784	congruent	31
83.115	1.685	congruent	31
86.666	1.845	incongruent	32
