onset	duration	trial_type	value
2.0	1.854	target	11
5.837	1.918	target	11
10.65	0.852	target	11
13.888	1.272	target	11
17.604	0.799	nontarget	12
20.704	0.952	target	11
24.568	0.631	nontarget	12
27.329	0.846	nontarget	12
29.19	1.295	nontarget	12
32.7	1.869	target	11
37.252	1.881	nontarget	12
41.6	1.526	nontarget	12
45.174	0.993	target	11
48.834	1.865	nontarget	12
53.551	1.642	target	11
57.759	1.415	nontarget	12
61.266	0.787	target	11
63.419	1.985	target	11
66.685	1.346	nontarget	12
69.581	0.561	nontarget	12
71.695	1.734	target	11
