onset	duration	trial_type	value
2.0	1.416	nontarget	12
5.245	1.517	nontarget	12
8.892	1.622	nontarget	12
11.694	1.317	target	11
14.23	1.386	target	11
18.607	1.087	target	11
22.373	1.46	target	11
25.991	1.729	nontarget	12
30.382	0.754	nontarget	12
33.695	1.992	target	11
36.712	0.814	nontarget	12
39.676	0.789	target	11
42.156	1.976	target	11
45.675	1.666	nontarget	12
49.247	0.884	nontarget	12
51.188	0.524	target	11
53.123	1.023	target	11
56.995	1.992	target	11
60.371	0.746	nontarget	12
62.12	0.574	nontarget	12
64.87	0.627	nontarget	12
68.384	1.319	target	11
72.696	1.571	target	11
75.825	1.347	target	11
79.889	0.623	nontarget	12
82.485	1.523	nontarget	12
86.892	0.973	target	11
89.549	0.717	nontarget	12
92.07	1.605	target	11
