onset	duration	trial_type	value
2.0	0.771	target	11
5.255	1.992	target	11
8.689	0.951	nontarget	12
11.267	0.806	target	11
14.501	1.469	target	11
17.99	1.271	target	11
21.025	1.702	nontarget	12
23.736	1.866	target	11
27.962	1.889	nontarget	12
31.918	1.152	target	11
35.715	0.809	target	11
38.538	1.71	nontarget	12
41.614	1.947	target	11
45.53	1.556	nontarget	12
48.324	0.68	nontarget	12
51.343	1.288	nontarget	12
54.43	0.85	nontarget	12
56.795	1.788	target	11
60.667	0.953	nontarget	12
64.018	0.541	nontarget	12
67.259	1.224	nontarget	12
70.042	1.268	nontarget	12
74.132	0.518	nontarget	12
