onset	duration	trial_type	value
2.0	0.593	incongruent	32
5.213	1.437	incongruent	32
8.643	0.995	incongruent	32
12.414	1.201	congruent	31
15.103	1.933	congruent	31
19.435	1.108	incongruent	32
21.781	0.674	incongruent	32
23.788	1.763	incongruent	32
28.164	1.372	congruent	31
31.003	1.883	incongruent	32
34.239	1.189	incongruent	32
38.361	1.816	congruent	31
42.977	1.835	incongruent	32
47.192	0.89	incongruent	32
50.648	1.953	incongruent	32
55.325	1.423	incongruent	32
58.86	1.592	congruent	31
62.156	1.606	congruent	31
66.106	1.947	incongruent	32
69.299	1.448	incongruent	32
73.327	0.827	incongruent	32
76.567	0.692	incongruent	32
79.972	1.297	congruent	31
83.59	0.702	congruent	31
86.658	1.808	congruent	31
