onset	duration	trial_type	value
2.0	0.976	target	11
4.358	0.842	nontarget	12
6.808	1.999	nontarget	12
11.688	0.874	nontarget	12
14.634	1.229	nontarget	12
16.988	1.302	nontarget	12
19.486	1.453	nontarget	12
23.74	1.933	target	11
28.035	1.519	target	11
31.77	1.255	target	11
35.315	0.616	target	11
38.191	0.665	target	11
40.913	0.894	nontarget	12
43.666	1.502	target	11
46.733	1.083	nontarget	12
49.677	0.752	nontarget	12
52.498	1.908	target	11
56.246	1.212	target	11
58.796	1.781	target	11
61.629	1.568	target	11
65.953	1.87	nontarget	12
70.556	1.978	target	11
74.573	1.772	nontarget	12
78.124	1.804	nontarget	12
81.157	1.409	target	11
84.977	1.293	target	11
88.078	1.93	target	11
91.11	1.996	target	11
95.402	1.311	nontarget	12
98.776	1.026	target	11
