onset	duration	trial_type	value
2.0	1.011	target	11
4.176	1.991	nontarget	12
8.837	0.517	target	11
12.22	1.253	target	11
15.936	1.808	nontarget	12
19.112	1.524	nontarget	12
22.75	1.341	nontarget	12
26.028	1.313	nontarget	12
28.613	1.586	nontarget	12
32.573	1.862	target	11
36.186	1.414	nontarget	12
40.452	1.552	nontarget	12
44.031	1.413	target	11
48.388	1.172	nontarget	12
51.332	1.155	nontarget	12
53.89	1.746	target	11
57.683	0.569	nontarget	12
60.068	0.912	target	11
62.351	1.979	nontarget	12
66.889	1.469	target	11
70.892	0.928	nontarget	12
73.136	1.629	target	11
