onset	duration	trial_type	value
2.0	1.557	congruent	31
6.139	1.865	incongruent	32
10.779	0.866	congruent	31
13.092	1.901	congruent	31
17.699	1.876	congruent	31
22.117	1.603	congruent	31
26.208	1.39	congruent	31
30.554	1.585	congruent	31
34.154	1.307	congruent	31
37.886	1.73	incongruent	32
42.331	0.589	congruent	31
44.385	1.607	incongruent	32
47.638	1.605	incongruent	32
51.431	1.727	congruent	31
55.992	1.023	incongruent	32
59.859	1.996	congruent	31
63.638	1.494	congruent	31
67.809	1.99	incongruent	32
71.21	1.496	incongruent	32
74.714	1.681	incongruent	32
77.894	1.799	congruent	31
