onset	duration	trial_type	value
2.0	1.916	target	11
5.45	1.022	nontarget	12
7.594	1.768	target	11
12.039	1.901	target	11
16.238	1.143	nontarget	12
20.159	0.699	nontarget	12
22.424	0.868	nontarget	12
25.513	1.235	nontarget	12
28.956	0.82	target	11
31.304	1.269	nontarget	12
33.664	0.628	target	11
36.776	0.829	nontarget	12
39.394	1.106	nontarget	12
42.412	0.991	target	11
44.915	0.868	nontarget	12
47.427	0.756	nontarget	12
49.417	0.977	nontarget	12
52.667	1.067	target	11
55.443	0.508	target	11
58.513	1.832	target	11
61.783	1.847	nontarget	12
65.241	1.453	nontarget	12
68.103	1.419	nontarget	12
71.579	1.422	nontarget	12
74.669	1.269	target	11
77.042	1.94	nontarget	12
80.17	1.421	target	11
82.901	0.777	nontarget	12
85.186	1.015	nontarget	12
