onset	duration	trial_type	value
2.0	1.007	target	11
5.995	1.57	nontarget	12
9.193	0.536	nontarget	12
12.079	1.885	nontarget	12
16.151	0.917	nontarget	12
19.549	0.842	target	11
22.893	1.339	target	11
27.142	1.081	nontarget	12
30.38	0.864	target	11
33.842	1.633	nontarget	12
37.917	1.265	nontarget	12
41.4	1.81	target	11
45.994	1.602	nontarget	12
50.139	0.586	target	11
52.807	1.217	nontarget	12
56.283	1.404	target	11
59.547	1.353	target	11
63.423	1.237	target	11
66.404	0.964	nontarget	12
69.053	1.866	nontarget	12
73.796	1.545	target	11
77.655	0.508	target	11
80.59	0.744	target	11
83.651	0.718	target	11
87.012	1.921	target	11
90.981	1.894	nontarget	12
