onset	duration	trial_type	value
2.0	1.384	sequence_presentation	41
6.282	1.113	recall_start	42
8.576	0.631	recall_start	42
11.623	1.217	recall_start	42
14.837	1.666	recall_start	42
18.68	1.412	sequence_presentation	41
22.872	0.941	recall_start	42
25.72	0.912	sequence_presentation	41
28.926	1.189	sequence_presentation	41
32.389	1.66	sequence_presentation	41
36.551	0.751	sequence_presentation	41
39.555	1.187	recall_start	42
43.374	1.489	recall_start	42
46.273	0.772	sequence_presentation	41
48.716	1.072	recall_start	42
52.717	1.625	sequence_presentation	41
56.521	1.49	sequence_presentation	41
60.627	1.225	sequence_presentation	41
64.847	1.503	recall_start	42
