onset	duration	trial_type	value
2.0	0.928	incongruent	32
4.671	0.625	congruent	31
6.931	0.764	incongruent	32
9.012	1.216	congruent	31
11.255	1.691	incongruent	32
14.973	1.458	incongruent	32
18.552	0.537	congruent	31
22.068	1.672	incongruent	32
25.74	0.766	incongruent	32
29.1	0.957	congruent	31
31.7	1.679	incongruent	32
35.487	0.678	incongruent	32
38.15	1.611	congruent	31
42.372	1.127	congruent	31
45.587	0.8	congruent	31
48.609	1.241	congruent	31
52.416	1.534	congruent	31
55.018	1.119	incongruent	32
58.486	1.496	congruent	31
62.91	0.759	incongruent	32
65.466	1.959	congruent	31
70.074	1.72	incongruent	32
73.075	0.729	congruent	31
76.204	1.234	incongruent	32
79.431	1.005	incongruent	32
82.092	0.562	incongruent	32
85.1	0.821	congruent	31
87.124	1.501	incongruent	32
