onset	duration	trial_type	value
2.0	0.681	incongruent	32
4.198	0.831	incongruent	32
7.9	0.905	congruent	31
11.08	1.512	incongruent	32
14.385	0.919	incongruent	32
17.397	0.545	congruent	31
20.533	0.632	incongruent	32
22.47	1.9	incongruent	32
27.04	1.646	incongruent	32
29.726	0.715	congruent	31
31.525	1.633	incongruent	32
34.49	1.819	congruent	31
38.445	1.811	incongruent	32
41.316	1.547	incongruent	32
45.248	0.771	congruent	31
48.044	0.564	incongruent	32
50.826	1.49	incongruent	32
55.133	1.794	incongruent	32
59.583	1.362	congruent	31
62.577	0.952	congruent	31
64.536	0.794	congruent	31
66.407	1.036	congruent	31
68.7	0.758	congruent	31
71.609	0.6	incongruent	32
