onset	duration	trial_type	value
2.0	1.608	cue_left	51
6.052	1.063	cue_right	52
9.857	1.638	cue_left	51
13.454	1.861	cue_left	51
17.533	1.46	cue_left	51
20.224	0.529	cue_right	52
22.628	1.415	cue_right	52
26.705	1.204	cue_right	52
30.204	1.638	cue_left	51
34.647	0.627	cue_left	51
38.134	1.864	cue_left	51
42.146	1.955	cue_left	51
45.242	1.768	cue_left	51
49.311	0.974	cue_right	52
52.678	1.179	cue_left	51
55.758	1.052	cue_left	51
59.144	1.494	cue_left	51
63.139	1.716	cue_right	52
67.599	0.71	cue_left	51
69.682	1.515	cue_right	52
73.029	1.037	cue_left	51
76.402	0.853	cue_right	52
80.171	1.938	cue_right	52
83.893	1.522	cue_left	51
88.192	1.814	cue_left	51
92.656	0.765	cue_left	51
94.777	0.514	cue_right	52
96.56	0.538	cue_left	51
99.242	1.667	cue_left	51
103.899	1.896	cue_left	51
