onset	duration	trial_type	value
2.0	0.979	nontarget	12
5.22	1.67	target	11
9.147	1.052	nontarget	12
11.352	0.684	nontarget	12
13.267	1.23	target	11
16.49	0.859	nontarget	12
19.17	1.408	target	11
22.661	1.88	nontarget	12
27.168	1.94	nontarget	12
30.391	0.566	target	11
33.488	1.208	target	11
37.497	0.723	nontarget	12
39.86	1.118	nontarget	12
43.44	2.0	target	11
47.557	1.098	target	11
50.329	1.025	target	11
52.448	1.332	nontarget	12
54.798	0.605	target	11
57.152	1.974	nontarget	12
60.929	0.757	nontarget	12
63.315	1.247	target	11
66.155	1.658	nontarget	12
69.515	0.763	nontarget	12
73.073	1.717	target	11
77.135	0.878	target	11
80.292	1.802	target	11
83.407	1.179	nontarget	12
85.649	1.911	nontarget	12
89.493	0.882	nontarget	12
