onset	duration	trial_type	value
2.0	1.302	incongruent	32
6.025	0.719	incongruent	32
9.359	0.51	incongruent	32
10.932	0.891	incongruent	32
13.977	1.434	congruent	31
16.871	1.066	incongruent	32
20.408	1.658	incongruent	32
24.028	1.13	incongruent	32
26.485	0.763	incongruent	32
28.601	0.806	incongruent	32
32.147	1.207	congruent	31
35.483	1.487	incongruent	32
38.479	1.247	congruent	31
40.907	1.611	congruent	31
44.3	1.332	congruent	31
47.385	1.556	congruent	31
50.733	0.557	congruent	31
53.235	1.691	incongruent	32
56.592	1.935	congruent	31
61.025	1.465	incongruent	32
64.701	1.947	incongruent	32
