onset	duration	trial_type	value
2.0	1.461	go	21
6.273	1.572	nogo	22
10.088	1.473	nogo	22
12.734	1.032	nogo	22
16.008	1.833	go	21
19.373	1.69	go	21
23.566	1.843	nogo	22
26.631	1.882	go	21
30.788	1.786	nogo	22
35.032	0.946	go	21
37.402	1.586	go	21
41.65	1.926	nogo	22
45.677	1.986	nogo	22
49.105	1.406	nogo	22
52.262	1.836	go	21
56.55	0.666	nogo	22
58.91	0.904	nogo	22
62.5	1.693	nogo	22
65.27	1.338	nogo	22
67.863	1.723	nogo	22
72.513	1.04	go	21
74.716	1.919	go	21
79.463	1.439	go	21
83.065	1.913	nogo	22
