onset	duration	trial_type	value
2.0	1.207	target	11
4.85	1.076	target	11
7.813	1.193	nontarget	12
11.486	0.758	nontarget	12
13.86	1.982	nontarget	12
17.023	1.551	target	11
21.305	1.093	nontarget	12
24.506	1.06	nontarget	12
26.813	1.071	target	11
29.15	1.478	nontarget	12
33.49	1.499	nontarget	12
36.577	0.756	target	11
38.424	1.823	target	11
41.735	1.329	target	11
44.843	0.557	nontarget	12
47.449	0.718	nontarget	12
50.986	0.721	nontarget	12
52.896	0.514	nontarget	12
54.992	1.736	nontarget	12
58.95	1.699	target	11
62.633	1.969	nontarget	12
67.036	1.543	nontarget	12
69.593	1.735	target	11
72.494	1.786	target	11
76.38	0.943	target	11
79.428	1.446	target	11
83.507	1.288	target	11
87.753	0.648	target	11
90.673	1.154	nontarget	12
94.36	0.81	target	11
