onset	duration	trial_type	value
2.0	1.478	congruent	31
6.153	0.924	congruent	31
9.616	1.404	congruent	31
12.81	0.647	incongruent	32
15.663	1.347	congruent	31
18.59	0.74	incongruent	32
21.531	0.684	congruent	31
25.074	1.878	incongruent	32
28.685	1.451	incongruent	32
31.418	1.172	incongruent	32
34.074	1.852	congruent	31
37.813	1.671	incongruent	32
42.276	1.62	congruent	31
46.253	1.849	congruent	31
50.865	0.616	incongruent	32
52.609	1.927	congruent	31
55.882	0.635	incongruent	32
58.724	0.942	congruent	31
60.975	0.707	congruent	31
64.617	1.051	congruent	31
67.928	1.191	congruent	31
71.111	1.56	incongruent	32
74.508	0.591	incongruent	32
77.201	0.902	incongruent	32
79.231	1.587	incongruent	32
82.411	1.823	congruent	31
86.78	0.781	incongruent	32
