onset	duration	trial_type	value
2.0	1.329	nontarget	12
4.514	0.797	nontarget	12
8.243	0.584	target	11
11.077	1.706	nontarget	12
14.068	1.168	target	11
17.201	0.57	nontarget	12
18.9	1.969	target	11
23.383	0.517	target	11
26.296	1.878	nontarget	12
30.911	1.688	target	11
35.526	1.908	target	11
40.393	1.289	nontarget	12
42.881	1.677	target	11
46.68	1.691	nontarget	12
50.711	1.019	nontarget	12
54.007	0.78	target	11
56.743	1.282	nontarget	12
60.53	1.968	nontarget	12
65.235	1.53	target	11
68.743	1.102	target	11
72.752	0.5	target	11
76.103	0.71	nontarget	12
78.082	1.268	nontarget	12
82.141	1.179	target	11
84.36	1.106	nontarget	12
87.99	1.006	nontarget	12
91.863	1.0	target	11
95.64	0.714	target	11
98.503	0.771	nontarget	12
100.918	1.316	nontarget	12
