onset	duration	trial_type	value
2.0	0.582	nontarget	12
5.427	1.843	target	11
10.059	1.024	target	11
12.179	0.674	target	11
15.151	1.734	nontarget	12
19.089	1.733	nontarget	12
21.839	1.986	nontarget	12
25.806	0.564	target	11
28.796	1.565	target	11
31.91	1.976	nontarget	12
36.627	1.864	nontarget	12
41.448	1.987	nontarget	12
45.87	0.749	target	11
47.918	1.85	target	11
51.78	1.608	target	11
55.894	1.1	target	11
58.365	0.545	nontarget	12
60.319	1.024	nontarget	12
62.764	1.348	target	11
65.482	0.723	nontarget	12
