onset	duration	trial_type	value
2.0	1.18	cue_left	51
4.932	1.314	cue_left	51
9.025	1.017	cue_right	52
11.862	1.008	cue_left	51
15.018	0.757	cue_left	51
18.42	0.973	cue_right	52
20.498	1.729	cue_right	52
24.679	1.651	cue_left	51
27.924	0.907	cue_right	52
29.857	1.097	cue_left	51
32.93	0.698	cue_left	51
35.492	0.634	cue_right	52
37.175	1.999	cue_left	51
41.364	1.225	cue_right	52
44.879	1.311	cue_right	52
47.638	1.362	cue_left	51
50.068	1.437	cue_left	51
53.273	0.682	cue_right	52
56.333	0.698	cue_left	51
59.43	0.701	cue_left	51
62.34	1.162	cue_right	52
65.567	1.718	cue_right	52
69.14	0.947	cue_left	51
72.086	0.59	cue_right	52
